CurrentAcc_None,NumMonths,CreditHistory_Delay,CreditHistory_none/paid,Collateral_savings/life_insurance,CurrentAcc_GE200,Purpose_repairs,Purpose_radio/tv,Gender,Age,CreditStatus
0,9,0,1,0,0,0,0,1,1,0
1,42,0,0,0,0,0,0,1,1,1
1,9,0,1,0,0,0,0,1,1,1
0,24,0,1,0,0,0,1,0,1,1
0,18,0,1,0,0,0,0,1,1,0
0,15,0,1,1,0,0,1,1,0,1
1,9,0,1,0,0,0,0,0,0,0
0,24,0,1,0,0,0,0,0,0,0
1,12,0,1,1,0,0,0,1,1,1
1,24,0,1,0,0,0,1,0,1,1
1,60,1,0,0,0,0,1,1,0,1
1,12,0,1,0,0,0,1,0,1,1
0,42,1,0,1,0,0,1,1,1,0
0,18,0,1,0,0,0,0,0,1,0
0,15,0,1,0,0,1,0,1,1,1
1,15,0,1,1,0,0,0,1,1,0
1,24,0,0,0,0,0,1,1,1,1
0,18,0,0,1,0,0,1,1,1,1
1,36,1,0,0,0,0,0,1,1,0
0,30,0,1,0,0,0,0,1,1,1
1,12,0,1,1,0,0,0,0,1,0
0,24,0,1,0,1,0,0,1,1,0
0,12,0,1,0,0,0,0,1,1,0
0,48,0,1,0,0,0,0,1,1,1
0,12,0,1,1,0,0,0,1,1,0
0,24,0,1,0,0,0,0,1,1,0
0,36,1,0,0,0,0,0,1,1,0
1,24,0,0,0,0,0,0,1,1,1
0,14,0,1,0,0,0,0,1,0,1
0,12,0,1,0,0,0,0,1,1,0
1,48,0,1,0,0,0,1,1,1,1
0,30,0,1,0,0,0,0,0,1,1
0,18,0,0,0,0,0,0,1,1,1
0,12,0,1,0,1,0,1,1,0,1
0,12,0,1,0,0,0,0,1,0,0
1,21,0,1,0,0,0,0,1,1,1
0,6,1,0,1,0,0,0,1,1,1
0,6,0,0,1,1,0,0,0,1,1
1,24,0,0,0,0,0,0,1,1,1
0,30,0,1,0,0,0,0,1,1,1
1,48,0,1,0,0,0,0,0,1,1
0,12,0,0,1,0,0,0,1,1,0
0,30,0,0,1,1,0,1,1,1,1
1,24,0,0,1,0,0,0,1,1,1
1,36,0,1,0,0,0,0,1,1,1
1,60,0,1,1,0,0,0,1,1,1
1,6,0,0,0,0,0,0,1,0,1
1,21,1,0,0,0,0,0,1,1,0
1,30,0,0,0,0,0,1,0,1,1
1,24,0,0,0,0,0,0,1,1,1
0,72,0,1,0,0,0,1,1,0,0
0,24,0,1,0,0,0,1,1,1,1
1,18,0,1,0,0,0,1,0,1,1
1,6,0,1,0,0,0,0,0,1,1
1,12,0,1,0,0,0,1,1,1,1
1,15,1,0,0,0,0,1,1,1,1
1,24,0,0,0,0,0,1,1,1,1
0,36,1,0,1,0,0,0,1,1,1
1,60,0,1,0,0,0,0,1,1,1
0,10,0,0,1,1,0,1,1,1,1
0,36,1,0,0,0,0,0,1,1,1
1,9,0,1,0,0,0,1,1,1,1
0,12,0,1,1,0,0,0,1,1,1
0,15,0,0,1,0,0,0,1,0,1
0,15,0,1,0,0,1,0,0,0,1
0,24,0,1,0,0,0,1,1,1,1
0,6,0,0,0,0,0,0,1,1,1
1,24,0,1,0,0,0,1,1,1,1
1,6,0,1,1,0,0,0,1,1,1
0,12,0,1,0,0,0,1,1,1,1
1,12,0,0,1,0,0,0,0,1,1
1,18,0,0,0,0,0,1,1,0,1
0,15,0,1,0,1,0,0,1,1,1
1,12,0,1,0,0,0,0,0,1,0
0,48,0,0,0,0,0,0,1,1,0
0,24,0,1,0,1,0,1,0,1,1
0,30,1,0,1,0,0,0,1,1,1
0,27,0,1,1,0,0,0,0,1,1
1,15,0,1,0,0,0,0,0,1,1
0,48,0,1,1,0,0,0,1,0,0
0,12,0,1,1,0,0,0,0,0,0
0,9,0,1,0,0,0,1,0,0,1
0,9,0,1,0,0,0,1,1,1,1
1,18,0,0,1,0,0,1,1,1,1
0,6,0,1,0,0,0,0,0,1,0
1,21,0,1,0,0,0,0,1,1,1
0,9,0,0,0,0,0,1,1,0,1
0,60,0,1,0,0,0,0,1,1,0
1,30,0,0,0,0,0,0,1,1,1
1,30,0,0,0,0,0,1,1,1,1
1,18,0,1,0,0,0,1,1,1,1
0,24,0,0,0,1,0,1,1,1,1
0,20,0,1,0,0,0,0,1,1,1
0,9,0,1,0,1,0,1,1,1,0
0,6,0,1,1,0,0,0,0,0,0
0,12,0,1,0,0,0,0,0,0,0
0,9,0,1,0,0,0,1,0,1,1
1,27,0,1,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,0,1,1
1,15,0,0,1,0,0,1,1,1,1
0,18,0,1,0,0,0,1,0,0,0
0,48,0,1,0,0,0,0,0,1,0
0,24,0,0,0,1,0,0,1,1,1
0,24,1,0,0,0,0,1,1,1,1
0,24,0,1,0,0,0,1,1,0,0
0,8,0,1,0,0,0,1,0,1,1
1,24,0,1,0,0,0,0,0,1,1
1,4,0,0,0,0,0,0,0,1,1
0,36,0,1,0,0,0,0,0,1,1
0,24,0,1,0,0,0,0,0,0,0
0,18,0,1,0,0,0,0,1,1,1
1,6,0,0,0,0,0,0,1,1,1
0,30,0,1,0,0,0,0,0,1,0
0,24,0,1,0,0,0,0,1,1,1
0,10,0,1,0,0,0,1,1,0,1
1,21,0,1,1,0,0,1,1,1,1
0,24,0,1,0,0,0,0,1,0,1
0,39,0,0,1,0,0,0,1,1,1
0,13,0,0,1,0,0,0,1,1,1
0,15,0,1,0,0,0,0,0,0,1
0,12,0,1,0,0,0,0,0,1,0
1,21,0,1,0,0,0,0,1,1,1
1,15,0,1,0,0,0,0,1,1,1
0,6,0,1,1,0,0,0,0,1,1
0,18,0,1,0,0,0,0,0,0,0
0,12,0,1,0,0,0,0,0,0,1
1,30,0,0,0,0,0,1,0,0,1
1,12,1,0,0,0,1,0,1,1,0
0,24,0,1,0,0,0,0,0,1,0
0,6,0,0,0,1,0,0,1,1,1
0,15,0,0,0,1,0,1,1,1,0
1,24,0,1,0,0,0,0,1,1,1
0,12,0,0,1,0,0,0,1,1,0
1,15,0,0,0,0,0,0,0,1,1
0,18,0,0,0,0,0,0,0,0,0
0,12,0,1,1,0,0,1,1,0,1
1,21,0,0,0,0,0,0,1,1,0
1,24,0,0,1,0,0,0,1,1,1
0,12,0,1,0,0,0,1,1,1,1
0,30,0,1,1,0,0,0,1,1,0
1,10,0,1,0,0,0,0,0,1,1
0,12,0,0,0,0,0,0,1,1,1
1,12,0,0,0,0,0,1,1,1,1
0,24,0,1,0,0,0,0,0,1,1
0,36,0,0,0,0,0,0,0,0,0
1,21,0,0,0,0,0,0,1,1,1
1,24,0,0,1,0,0,1,1,1,1
0,12,0,0,0,1,0,0,1,1,1
0,24,0,1,0,0,0,0,0,0,0
1,36,0,0,0,0,0,0,1,1,1
0,18,0,1,0,0,0,1,0,0,1
1,36,0,0,0,0,0,0,1,1,1
0,18,0,1,0,0,1,0,0,1,1
0,39,0,0,0,0,0,1,1,0,0
1,24,0,0,0,0,0,0,1,1,1
0,12,0,1,0,0,0,0,1,1,1
0,12,0,1,1,0,0,0,0,0,0
0,20,0,1,0,0,0,0,1,1,1
0,18,0,1,1,0,0,0,1,1,1
1,22,0,1,0,0,0,1,1,1,1
1,48,0,0,0,0,0,0,1,1,1
0,48,1,0,0,0,0,0,1,1,0
0,40,0,0,0,0,0,0,1,1,0
0,21,0,1,1,0,0,0,0,1,0
1,24,0,1,0,0,0,0,1,1,1
1,6,0,0,1,0,0,0,1,1,1
0,24,0,1,0,1,0,0,1,1,1
1,24,0,1,0,0,0,0,1,1,1
1,9,0,1,1,0,0,0,0,0,1
0,18,0,1,1,0,0,0,1,1,0
1,12,0,0,1,0,0,0,0,0,1
1,24,1,0,0,0,0,0,1,1,1
0,9,0,1,0,0,0,0,1,1,1
1,24,0,0,0,0,0,0,1,1,1
0,18,0,0,0,0,0,1,0,1,1
0,20,0,0,1,0,0,0,0,0,1
1,12,0,0,0,0,0,1,1,1,1
0,12,0,1,0,0,0,0,0,0,1
0,36,0,1,0,0,0,0,1,0,0
0,6,0,1,0,0,0,1,1,1,1
1,12,0,0,0,0,0,1,1,1,1
0,42,0,1,0,0,0,0,1,1,1
0,15,0,1,0,0,0,0,0,1,0
0,8,0,1,0,0,0,0,1,1,1
0,6,0,1,0,0,0,1,1,1,1
0,36,0,0,0,0,0,0,1,0,0
0,48,0,1,0,0,0,0,1,1,0
0,48,0,1,0,0,0,0,1,1,0
0,36,1,0,1,0,0,0,0,1,1
1,6,0,1,0,0,0,0,1,1,1
1,6,0,0,0,0,0,1,0,0,1
0,36,0,1,0,0,0,0,1,1,1
0,18,0,1,0,0,0,1,1,1,0
1,12,0,1,0,0,0,0,1,1,1
0,12,0,1,0,1,0,1,1,0,1
0,36,0,1,1,0,0,0,1,1,0
0,8,0,0,0,0,0,0,1,1,1
1,18,0,0,0,0,0,0,1,1,1
0,21,0,0,0,0,0,0,1,1,1
0,18,0,0,0,0,0,0,0,1,0
1,18,0,1,0,0,0,0,1,1,0
0,36,0,1,0,0,0,0,1,1,0
0,48,1,0,0,0,0,0,1,1,1
1,24,1,0,0,0,0,0,1,1,1
0,18,0,1,0,0,0,0,0,0,0
0,45,0,1,0,0,0,0,1,1,0
0,24,0,1,0,0,0,1,0,1,1
0,15,0,1,0,1,0,1,0,0,0
0,12,0,1,0,0,0,0,1,1,0
1,12,0,1,0,0,0,1,0,0,1
1,4,0,1,0,0,0,0,0,0,1
0,24,0,0,1,0,0,0,1,1,1
1,24,0,0,0,0,0,1,1,1,1
0,36,0,1,1,0,0,0,1,1,0
1,21,1,0,0,0,0,0,1,1,1
1,18,0,1,0,0,1,0,0,0,0
1,24,0,1,0,0,0,0,1,1,1
1,18,0,1,1,0,0,0,1,1,1
0,21,0,1,0,0,0,0,1,1,1
1,18,0,1,0,0,0,0,1,1,0
1,24,0,1,0,0,0,0,1,1,1
0,9,0,1,0,0,0,1,1,1,1
0,12,0,1,0,0,0,1,1,1,0
0,20,0,0,1,0,0,0,1,1,0
1,24,0,0,1,0,0,0,1,1,1
1,15,0,0,0,0,0,1,1,1,1
0,18,0,1,0,0,0,0,1,1,0
1,36,1,0,0,0,0,0,1,1,1
1,24,0,1,0,0,0,0,1,1,1
1,10,0,1,1,0,0,0,0,1,1
1,15,0,0,0,0,0,0,1,1,1
0,15,0,1,1,0,0,0,0,1,0
1,9,0,1,0,0,0,0,1,1,1
1,24,0,0,0,0,0,0,1,1,1
1,18,1,0,0,0,0,0,1,1,0
0,24,0,1,0,0,0,1,0,1,0
1,27,0,0,0,0,0,0,1,1,1
1,10,0,1,0,0,0,0,1,0,0
1,15,0,1,0,0,0,0,0,0,1
0,18,0,1,0,0,0,1,0,1,1
1,12,0,0,1,0,0,0,1,1,1
1,36,0,1,1,0,0,0,1,1,1
0,12,0,1,1,0,0,0,0,0,1
1,36,1,0,0,0,0,0,0,1,1
0,6,0,0,0,1,0,0,1,1,1
0,24,0,0,0,0,0,0,1,1,1
1,15,0,1,0,0,0,0,0,0,1
0,12,0,1,1,0,0,0,1,1,1
0,11,0,0,0,0,0,0,0,1,1
0,18,0,1,0,0,0,1,1,1,1
1,36,0,1,0,0,0,1,1,1,1
0,9,0,1,0,0,0,0,1,1,0
1,30,0,0,1,0,0,1,1,1,1
1,24,0,1,0,0,0,0,1,1,1
1,24,0,1,0,0,0,0,1,1,1
0,30,0,0,0,0,0,0,1,1,1
1,18,0,0,0,0,0,1,0,1,1
0,24,0,1,0,0,0,0,1,1,0
0,12,0,1,1,0,0,0,0,1,0
0,24,0,0,0,0,0,0,1,1,1
0,48,0,1,0,0,0,0,1,0,0
1,36,0,0,0,0,0,0,1,1,1
1,28,0,1,0,0,0,0,1,1,1
0,27,0,0,0,0,0,0,1,1,1
1,15,0,0,0,0,0,1,1,1,1
0,12,0,0,1,0,0,0,1,1,1
0,36,0,0,0,0,0,0,1,1,1
1,18,0,0,1,0,0,1,1,1,1
1,36,1,0,0,0,0,0,1,1,1
0,21,0,1,1,0,0,1,0,1,1
1,12,0,0,1,0,0,0,0,1,1
1,15,0,1,0,0,0,0,0,1,1
0,18,0,1,0,0,0,0,1,1,0
0,16,0,0,1,0,0,0,1,1,0
1,20,0,0,0,0,0,0,1,1,1
1,36,0,0,0,0,0,0,1,1,1
1,15,0,1,0,0,0,1,1,1,1
1,24,0,1,0,0,0,1,1,1,1
0,12,0,1,0,0,0,1,1,0,1
0,21,0,1,0,0,0,0,1,0,1
0,36,0,1,0,0,0,0,1,1,1
1,15,1,0,1,0,0,0,0,1,1
0,9,0,1,0,0,0,0,0,1,1
1,36,1,0,0,0,0,1,0,1,1
0,24,0,0,0,0,0,0,0,0,0
0,30,0,1,0,0,0,1,0,0,1
1,11,0,1,0,0,0,0,1,1,1
0,24,0,1,1,0,0,0,1,1,0
0,48,0,1,1,0,0,0,0,1,0
1,10,0,1,0,0,0,0,1,1,1
0,6,0,1,0,0,0,0,1,1,0
0,24,0,1,1,0,0,0,1,1,0
0,24,0,1,1,0,0,0,1,1,0
1,18,0,0,0,0,0,0,0,1,1
1,48,1,0,0,0,0,1,1,1,1
0,9,0,1,1,0,0,1,0,0,0
0,12,0,1,1,0,0,0,1,1,1
0,24,0,1,1,0,0,0,1,1,0
0,12,0,1,0,0,0,0,1,1,0
0,18,0,0,1,0,0,0,0,0,1
0,48,0,1,0,0,0,0,1,1,0
1,30,0,1,0,0,0,1,1,1,1
0,12,1,0,0,0,0,0,1,1,1
0,24,0,1,1,0,0,0,1,0,1
0,9,0,1,0,0,0,1,0,0,0
1,9,0,0,0,0,0,0,1,1,1
1,12,0,0,1,0,0,1,1,1,1
0,12,0,1,0,0,0,1,0,0,1
0,30,1,0,0,0,0,1,1,1,0
0,9,0,1,0,1,0,1,0,1,0
0,6,0,1,0,0,0,1,1,1,1
0,60,0,1,0,0,0,0,1,1,0
1,24,0,0,1,0,0,0,1,1,1
1,12,0,1,1,0,0,0,1,1,1
1,10,0,1,0,0,0,0,1,1,1
1,24,0,1,0,0,0,0,1,1,1
1,4,0,0,0,0,0,0,1,1,1
0,15,0,1,1,0,0,0,0,1,1
0,48,0,1,0,0,0,0,0,1,1
0,24,0,1,0,0,0,0,1,1,0
1,12,0,1,0,0,0,0,1,1,1
1,18,0,1,1,0,0,0,1,1,0
1,24,0,1,0,0,0,1,1,1,0
0,18,0,0,0,0,0,0,1,1,1
0,36,1,0,0,0,0,0,1,0,0
0,24,0,1,0,0,0,0,0,1,0
1,36,0,1,0,0,0,0,0,1,0
0,12,0,1,1,0,0,0,0,1,1
0,24,0,0,1,0,0,1,0,1,1
0,30,0,0,1,1,0,1,1,1,1
0,9,0,0,0,0,0,1,1,1,1
0,28,0,1,0,0,0,0,1,1,0
0,24,0,1,0,0,0,0,1,1,1
1,6,0,0,0,0,0,1,1,1,1
0,21,1,0,1,0,0,0,1,1,1
1,15,0,1,0,0,0,0,1,1,1
1,24,0,1,0,0,0,1,1,1,0
0,6,0,1,1,0,1,0,1,0,1
0,30,0,1,0,0,0,1,0,1,1
0,27,0,0,1,0,0,1,1,0,0
1,15,0,1,0,0,0,1,0,1,1
1,42,0,1,1,0,0,1,1,1,1
0,11,0,0,0,0,0,0,1,1,1
0,15,0,1,0,0,1,0,1,0,1
1,24,0,1,1,0,0,0,1,1,1
0,24,0,1,0,0,0,0,0,1,0
0,60,0,1,0,0,0,0,1,1,0
1,30,0,0,0,0,0,1,0,1,1
0,24,0,1,0,1,0,1,0,1,1
0,6,0,1,0,0,0,1,0,1,1
0,18,1,0,1,0,0,0,1,1,1
1,24,1,0,0,0,0,0,1,1,0
0,15,0,1,1,0,0,0,1,0,0
0,30,0,0,1,0,0,0,1,1,0
1,48,0,1,0,0,0,0,1,1,0
0,21,0,1,0,1,0,0,0,1,1
0,36,0,1,1,0,0,0,1,1,0
1,24,0,0,1,0,0,0,1,1,1
0,15,0,0,1,0,0,0,0,0,1
0,42,0,1,1,1,0,0,1,1,1
1,13,0,1,0,0,0,1,0,1,1
0,24,0,1,0,0,0,0,1,1,1
0,24,0,0,1,0,0,1,1,1,1
1,12,0,0,1,0,0,0,1,1,1
1,15,0,1,0,0,0,1,1,1,1
0,18,0,1,0,0,0,1,1,0,1
0,36,0,1,1,0,0,0,1,1,1
1,12,0,1,0,0,0,0,1,1,1
1,12,0,1,0,0,0,0,0,1,1
0,30,0,1,1,0,0,0,1,1,1
1,12,0,1,0,0,0,1,1,1,1
0,45,0,1,0,0,0,1,1,0,0
0,45,0,0,0,0,0,0,1,1,1
